"","doy","2012","2013","2015","2016"
"1",1,2624.47120644661,NA,NA,NA
"2",2,2624.47120644661,NA,NA,NA
"3",3,2624.47120644661,NA,NA,NA
"4",4,2624.47120644661,NA,NA,NA
"5",5,2624.47120644661,NA,NA,NA
"6",6,2624.47120644661,NA,NA,NA
"7",7,2624.47120644661,NA,NA,NA
"8",8,2624.47120644661,NA,NA,NA
"9",9,2274.87293698629,NA,2424.02075474701,NA
"10",10,2274.87293698629,NA,2424.02075474701,NA
"11",11,2274.87293698629,NA,2424.02075474701,NA
"12",12,2274.87293698629,NA,2424.02075474701,NA
"13",13,2274.87293698629,NA,2424.02075474701,NA
"14",14,2274.87293698629,NA,2424.02075474701,NA
"15",15,2274.87293698629,NA,2424.02075474701,NA
"16",16,2274.87293698629,NA,2424.02075474701,NA
"17",17,2485.45303408146,1877.4626072105,2450.72776229138,NA
"18",18,2485.45303408146,1877.4626072105,2450.72776229138,NA
"19",19,2485.45303408146,1877.4626072105,2450.72776229138,NA
"20",20,2485.45303408146,1877.4626072105,2450.72776229138,NA
"21",21,2485.45303408146,1877.4626072105,2450.72776229138,NA
"22",22,2485.45303408146,1877.4626072105,2450.72776229138,NA
"23",23,2485.45303408146,1877.4626072105,2450.72776229138,NA
"24",24,2485.45303408146,1877.4626072105,2450.72776229138,NA
"25",25,2451.22865695485,2097.49936864972,2496.76143209755,NA
"26",26,2451.22865695485,2097.49936864972,2496.76143209755,NA
"27",27,2451.22865695485,2097.49936864972,2496.76143209755,NA
"28",28,2451.22865695485,2097.49936864972,2496.76143209755,NA
"29",29,2451.22865695485,2097.49936864972,2496.76143209755,NA
"30",30,2451.22865695485,2097.49936864972,2496.76143209755,NA
"31",31,2451.22865695485,2097.49936864972,2496.76143209755,NA
"32",32,2451.22865695485,2097.49936864972,2496.76143209755,NA
"33",33,NA,1534.56098211903,NA,NA
"34",34,NA,1534.56098211903,NA,NA
"35",35,NA,1534.56098211903,NA,NA
"36",36,NA,1534.56098211903,NA,NA
"37",37,NA,1534.56098211903,NA,NA
"38",38,NA,1534.56098211903,NA,NA
"39",39,NA,1534.56098211903,NA,NA
"40",40,NA,1534.56098211903,NA,NA
"41",41,NA,2589.7534700873,NA,NA
"42",42,NA,2589.7534700873,NA,NA
"43",43,NA,2589.7534700873,NA,NA
"44",44,NA,2589.7534700873,NA,NA
"45",45,NA,2589.7534700873,NA,NA
"46",46,NA,2589.7534700873,NA,NA
"47",47,NA,2589.7534700873,NA,NA
"48",48,NA,2589.7534700873,NA,NA
"49",49,2656.62813219062,2563.59119738344,NA,NA
"50",50,2656.62813219062,2563.59119738344,NA,NA
"51",51,2656.62813219062,2563.59119738344,NA,NA
"52",52,2656.62813219062,2563.59119738344,NA,NA
"53",53,2656.62813219062,2563.59119738344,NA,NA
"54",54,2656.62813219062,2563.59119738344,NA,NA
"55",55,2656.62813219062,2563.59119738344,NA,NA
"56",56,2656.62813219062,2563.59119738344,NA,NA
"57",57,2240.98152387622,NA,1895.0937200438,2244.55814280482
"58",58,2240.98152387622,NA,1895.0937200438,2244.55814280482
"59",59,2240.98152387622,NA,1895.0937200438,2244.55814280482
"60",60,2240.98152387622,NA,1895.0937200438,2244.55814280482
"61",61,2240.98152387622,NA,1895.0937200438,2244.55814280482
"62",62,2240.98152387622,NA,1895.0937200438,2244.55814280482
"63",63,2240.98152387622,NA,1895.0937200438,2244.55814280482
"64",64,2240.98152387622,NA,1895.0937200438,2244.55814280482
"65",65,2139.64559640307,NA,2311.34050171969,2322.27160271923
"66",66,2139.64559640307,NA,2311.34050171969,2322.27160271923
"67",67,2139.64559640307,NA,2311.34050171969,2322.27160271923
"68",68,2139.64559640307,NA,2311.34050171969,2322.27160271923
"69",69,2139.64559640307,NA,2311.34050171969,2322.27160271923
"70",70,2139.64559640307,NA,2311.34050171969,2322.27160271923
"71",71,2139.64559640307,NA,2311.34050171969,2322.27160271923
"72",72,2139.64559640307,NA,2311.34050171969,2322.27160271923
"73",73,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"74",74,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"75",75,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"76",76,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"77",77,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"78",78,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"79",79,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"80",80,2306.40855432152,2366.84831005109,2425.84616513693,2548.23123393548
"81",81,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"82",82,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"83",83,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"84",84,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"85",85,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"86",86,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"87",87,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"88",88,5309.87000539189,2101.42394563439,2443.78838551616,2702.42980985054
"89",89,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"90",90,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"91",91,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"92",92,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"93",93,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"94",94,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"95",95,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"96",96,6330.09120287254,2786.1953316255,2621.23324891274,2339.84677132371
"97",97,4360.33960303558,NA,2835.77796107187,2475.88362142278
"98",98,4360.33960303558,NA,2835.77796107187,2475.88362142278
