,GEOID,DOY,lai,lai_smoothed
0,31007,1,0.27566,0.17786010583722076
1,31007,2,,0.18599156428265082
2,31007,3,,0.19373845021980896
3,31007,4,,0.20098333551778194
4,31007,5,,0.2076173597336052
5,31007,6,,0.21354199294618628
6,31007,7,,0.218670617554457
7,31007,8,,0.22292990192814005
8,31007,9,0.2757,0.22626094256000628
9,31007,10,,0.2286201555520942
10,31007,11,,0.22997990279844369
11,31007,12,,0.23032884302030346
12,31007,13,,0.2296720027784268
13,31007,14,,0.22803056763952045
14,31007,15,,0.2254413987170902
15,31007,16,,0.22195628474787768
16,31007,17,0.22374000000000002,0.2176409446126514
17,31007,18,,0.21257379967673243
18,31007,19,,0.2068445394288534
19,31007,20,,0.20055250756109094
20,31007,21,,0.19380493879009864
21,31007,22,,0.18671507931255468
22,31007,23,,0.17940022576797382
23,31007,24,,0.17197971891356695
24,31007,25,0.17754,0.16457292887450758
25,31007,26,,0.15729726880716705
26,31007,27,,0.1502662731037809
27,31007,28,,0.14358777488852742
28,31007,29,,0.1373622155335679
29,31007,30,,0.13168111629768178
30,31007,31,,0.126625739009472
31,31007,32,,0.12226595904186928
32,31007,33,0.07521599999999999,0.11865936972422024
33,31007,34,,0.11585063288995248
34,31007,35,,0.11387108554554395
35,31007,36,,0.11273860775908481
36,31007,37,,0.11245775189617621
37,31007,38,,0.11302012837090347
38,31007,39,,0.11440503822352821
39,31007,40,,0.11658033817582411
40,31007,41,0.077058,0.11950351943735171
41,31007,42,,0.12312297752384048
42,31007,43,,0.12737944677768145
43,31007,44,,0.13220757021754434
44,31007,45,,0.1375375728468208
45,31007,46,,0.14329700466591164
46,31007,47,,0.1494125183965687
47,31007,48,,0.15581164636066616
48,31007,49,0.23194,0.16242454107125848
49,31007,50,,0.16918564488806137
50,31007,51,,0.17603525554719632
51,31007,52,,0.18292095646818943
52,31007,53,,0.18979888342984397
53,31007,54,,0.19663480243935508
54,31007,55,,0.2034049773343024
55,31007,56,,0.21009680978404127
56,31007,57,0.20688,0.21670923881687962
57,31007,58,,0.22325289170715326
58,31007,59,,0.22974998292209647
59,31007,60,,0.23623396275932806
60,31007,61,,0.24274892220757996
61,31007,62,,0.24934876534227432
62,31007,63,,0.2560961651321296
63,31007,64,,0.2630613227956303
64,31007,65,0.27055999999999997,0.2703205547250172
65,31007,66,,0.27795473441572394
66,31007,67,,0.28604761973482756
67,31007,68,,0.2946840981768891
68,31007,69,,0.30394838444430405
69,31007,70,,0.31392220571856716
70,31007,71,,0.3246830103377714
71,31007,72,,0.3363022352562252
72,31007,73,0.33100999999999997,0.34884366663935873
73,31007,74,,0.3623619262591888
74,31007,75,,0.3769011140333177
75,31007,76,,0.3924936341366454
76,31007,77,,0.40915922866395127
77,31007,78,,0.42690423889780893
78,31007,79,,0.4457211099136996
79,31007,80,,0.4655881496141152
80,31007,81,0.4216,0.48646954841368356
81,31007,82,,0.5083156607901294
82,31007,83,,0.5310635448664641
83,31007,84,,0.5546377511943166
84,31007,85,,0.5789513470623314
85,31007,86,,0.6039071580499433
86,31007,87,,0.6293992042742149
87,31007,88,,0.6553143049183876
88,31007,89,0.80814,0.6815338212604118
89,31007,90,,0.7079355056039405
90,31007,91,,0.7343954213089323
91,31007,92,,0.7607898975683911
92,31007,93,,0.7869974817141363
93,31007,94,,0.8129008516770801
94,31007,95,,0.8383886517823521
95,31007,96,,0.8633572163193691
96,31007,97,0.80065,0.8877121472709278
97,31007,98,,0.9113697151799043
98,31007,99,,0.9342580553311883
99,31007,100,,0.9563181351724477
100,31007,101,,0.9775044731221688
101,31007,102,,0.9977855935397746
102,31007,103,,1.0171442075753547
103,31007,104,,1.0355771147841633
104,31007,105,1.0353,1.0530948256875716
105,31007,106,,1.0697209107887404
106,31007,107,,1.0854910868081744
107,31007,108,,1.1004520559925925
108,31007,109,,1.1146601191740912
109,31007,110,,1.128179587723805
110,31007,111,,1.1410810235698037
111,31007,112,,1.1534393399553642
112,31007,113,1.2702,1.1653317985329164
113,31007,114,,1.1768359406633184
114,31007,115,,1.1880274923739438
115,31007,116,,1.1989782832891986
116,31007,117,,1.209754219963584
117,31007,118,,1.22041335341411
118,31007,119,,1.231004079273335
119,31007,120,,1.2415635068878725
120,31007,121,1.2215,1.2521160309045816
121,31007,122,,1.2626721354653565
122,31007,123,,1.273227457130817
123,31007,124,,1.2837621281435758
124,31007,125,,1.2942404167030266
125,31007,126,,1.3046106756437974
126,31007,127,,1.3148056053837487
127,31007,128,,1.3247428313341647
128,31007,129,1.2376,1.3343257902470333
129,31007,130,,1.3434449143157834
130,31007,131,,1.3519790963493237
131,31007,132,,1.3597974141051903
132,31007,133,,1.3667610869917384
133,31007,134,,1.372725633921367
134,31007,135,,1.3775431971984196
135,31007,136,,1.3810649940291055
136,31007,137,1.4393,1.3831438546082104
137,31007,138,,1.383636803818318
138,31007,139,,1.382407642408906
139,31007,140,,1.3793294831284948
140,31007,141,,1.374287197672863
141,31007,142,,1.3671797314816616
142,31007,143,,1.3579222453462436
143,31007,144,,1.3464480454509755
144,31007,145,1.4242,1.3327102668134416
145,31007,146,,1.3166832790582024
146,31007,147,,1.298363787985199
147,31007,148,,1.277771611398623
148,31007,149,,1.25495011305745
149,31007,150,,1.2299662843003312
150,31007,151,,1.2029104687852004
151,31007,152,,1.1738957317643441
152,31007,153,1.1433,1.1430568812836226
153,31007,154,,1.110549154545309
154,31007,155,,1.0765465883046943
155,31007,156,,1.0412400974826674
156,31007,157,,1.0048352910767262
157,31007,158,,0.9675500588558902
158,31007,159,,0.9296119661541117
159,31007,160,,0.8912554972657196
160,31007,161,0.7581100000000001,0.8527191904404418
161,31007,162,,0.8142427092322676
162,31007,163,,0.7760638959467324
163,31007,164,,0.7384158531396855
164,31007,165,,0.7015240985457382
165,31007,166,,0.6656038374687664
166,31007,167,,0.630857394576211
167,31007,168,,0.5974718442425861
168,31007,169,0.55532,0.565616875137334
169,31007,170,,0.535442920710854
170,31007,171,,0.5070795826735919
171,31007,172,,0.48063436956862304
172,31007,173,,0.45619176719777726
173,31007,174,,0.4338126520703145
174,31007,175,,0.4135340533007099
175,31007,176,,0.3953692625897197
176,31007,177,0.42031,0.379308286182292
177,31007,178,,0.3653186271073512
178,31007,179,,0.3533463806649293
179,31007,180,,0.34331762112747294
180,31007,181,,0.3351400530495461
181,31007,182,,0.328704896510688
182,31007,183,,0.32388897211721296
183,31007,184,,0.32055694871713547
184,31007,185,0.38565,0.3185637145831369
185,31007,186,,0.31775683132431876
186,31007,187,,0.31797902901803204
187,31007,188,,0.3190707010149734
188,31007,189,,0.3208723575571443
189,31007,190,,0.3232269987395457
190,31007,191,,0.32598236941022524
191,31007,192,,0.32899306129537575
192,31007,193,0.26366999999999996,0.33212243090131865
193,31007,194,,0.33524430551839257
194,31007,195,,0.3382444538591794
195,31007,196,,0.34102180242427815
196,31007,197,,0.34348938351635466
197,31007,198,,0.3455750058268142
198,31007,199,,0.34722164360627167
199,31007,200,,0.3483875455064935
200,31007,201,0.25227,0.3490460691552799
201,31007,202,,0.3491852523073784
202,31007,203,,0.3488071359189199
203,31007,204,,0.34792685864107853
204,31007,205,,0.346571545949174
205,31007,206,,0.3447790203533723
206,31007,207,,0.34259636182359476
207,31007,208,,0.34007834966185113
208,31007,209,0.46729,0.33728581853914774
209,31007,210,,0.334283962262374
210,31007,211,,0.33114061904231784
211,31007,212,,0.32792457160248617
212,31007,213,,0.32470389441697295
213,31007,214,,0.32154437872297315
214,31007,215,,0.31850806375930074
215,31007,216,,0.31565189998604304
216,31007,217,0.26904,0.3130265669008576
217,31007,218,,0.3106754645507399
218,31007,219,,0.30863389401716773
219,31007,220,,0.3069284381051066
220,31007,221,,0.3055765492736972
221,31007,222,,0.3045863475916039
222,31007,223,,0.303956627266345
223,31007,224,,0.30367706616642254
224,31007,225,0.32787,0.3037286288067896
225,31007,226,,0.3040841495767966
226,31007,227,,0.3047090796240443
227,31007,228,,0.30556237782926904
228,31007,229,,0.30659752376996185
229,31007,230,,0.3077636285181639
230,31007,231,,0.30900661758500947
231,31007,232,,0.31027045933488673
232,31007,233,0.29916,0.31149841175821236
233,31007,234,,0.312634260615504
234,31007,235,,0.3136235226371925
235,31007,236,,0.31441458866334804
236,31007,237,,0.314959783304626
237,31007,238,,0.3152163198602909
238,31007,239,,0.3151471317921812
239,31007,240,,0.31472156496849996
240,31007,241,0.30401,0.31391591809511665
241,31007,242,,0.3127138221764107
242,31007,243,,0.3111064534202362
243,31007,244,,0.30909257764785875
244,31007,245,,0.306678427914067
245,31007,246,,0.30387742061033984
246,31007,247,,0.30070971874203584
247,31007,248,,0.29720165426995515
248,31007,249,0.24627,0.29338502432285146
249,31007,250,,0.28929627866251784
250,31007,251,,0.2849756179659619
251,31007,252,,0.28046602423748035
252,31007,253,,0.2758122459435807
253,31007,254,,0.27105976125208175
254,31007,255,,0.2662537430396728
255,31007,256,,0.26143804910673435
256,31007,257,0.34303,0.2566542603114724
257,31007,258,,0.2519407881250458
258,31007,259,,0.24733207144265607
259,31007,260,,0.24285788039929979
260,31007,261,,0.23854274247810653
261,31007,262,,0.23440550341676522
262,31007,263,,0.23045903237262386
263,31007,264,,0.2267100775642127
264,31007,265,0.20034000000000002,0.22315927523463025
265,31007,266,,0.2198013113515192
266,31007,267,,0.21662523204144266
267,31007,268,,0.21361489542515236
268,31007,269,,0.2107495543446823
269,31007,270,,0.2080045565201458
270,31007,271,,0.20535214600599344
271,31007,272,,0.2027623474897064
272,31007,273,0.19822,0.20020391303995996
273,31007,274,,0.19764530940788796
274,31007,275,,0.19505572294671503
275,31007,276,,0.19240605866514598
276,31007,277,,0.18966990988164462
277,31007,278,,0.18682447540314792
278,31007,279,,0.18385140210549625
279,31007,280,,0.1807375322263794
280,31007,281,0.15473,0.17747553656744502
281,31007,282,,0.17406441710363754
282,31007,283,,0.17050986516936578
283,31007,284,,0.16682446437962023
284,31007,285,,0.16302773068968984
285,31007,286,,0.15914598543441003
286,31007,287,,0.15521206074713612
287,31007,288,,0.15126484036744178
288,31007,289,0.13663,0.14734864243106033
289,31007,290,,0.14351245432188559
290,31007,291,,0.13980903298173428
291,31007,292,,0.13629388714973584
292,31007,293,,0.13302416077474186
293,31007,294,,0.130057439251912
294,31007,295,,0.1274505021263101
295,31007,296,,0.12525804743769953
296,31007,297,0.14777,0.12353141391640346
297,31007,298,,0.12231732775435086
298,31007,299,,0.12165670065284943
299,31007,300,,0.12158350528427608
300,31007,301,,0.12212375320463575
301,31007,302,,0.123294598634373
302,31007,303,,0.1251035894128814
303,31007,304,,0.12754808386479516
304,31007,305,0.13475,0.13061484933961198
305,31007,306,,0.13427985485512478
306,31007,307,,0.138508266651677
307,31007,308,,0.14325465161669004
308,31007,309,,0.14846338954060168
309,31007,310,,0.154069291093115
310,31007,311,,0.15999841434143042
311,31007,312,,0.16616906864941544
312,31007,313,0.18816,0.17249299097693127
313,31007,314,,0.17887667601775253
314,31007,315,,0.18522283834467923
315,31007,316,,0.19143198183799756
316,31007,317,,0.19740404921826604
317,31007,318,,0.2030401225382127
318,31007,319,,0.2082441440541611
319,31007,320,,0.2129246260278393
320,31007,321,0.18691,0.21699631772685624
321,31007,322,,0.22038179820797185
322,31007,323,,0.22301296438127646
323,31007,324,,0.22483238535402958
324,31007,325,,0.22579449611734917
325,31007,326,,0.22586660623334598
326,31007,327,,0.22502970226058835
327,31007,328,,0.2232790261682421
328,31007,329,0.20235999999999998,0.2206244158715539
329,31007,330,,0.21709039820375087
330,31007,331,,0.2127160290459943
331,31007,332,,0.20755447988695402
332,31007,333,,0.20167237469290641
333,31007,334,,0.19514888555221185
334,31007,335,,0.18807460002890225
335,31007,336,,0.18055017743448196
336,31007,337,0.17675,0.1726848152239555
337,31007,338,,0.16459455036493326
338,31007,339,,0.15640042374729624
339,31007,340,,0.14822653843239314
340,31007,341,,0.14019804473119993
341,31007,342,,0.13243908670591456
342,31007,343,,0.12507074567563553
343,31007,344,,0.1182090166517719
344,31007,345,0.1715,0.11196285332235334
345,31007,346,,0.10643231624813218
346,31007,347,,0.10170685734106504
347,31007,348,,0.09786377149325406
348,31007,349,,0.0949668434487472
349,31007,350,,0.09306521470993337
350,31007,351,,0.09219249150242026
351,31007,352,,0.09236611065435818
352,31007,353,0.12043,0.09358697575256916
353,31007,354,,0.0958393711998089
354,31007,355,,0.09909115690053542
355,31007,356,,0.10329424133612425
356,31007,357,,0.10838532584500499
357,31007,358,,0.11428690808955684
358,31007,359,,0.12090852805858597
359,31007,360,,0.12814823560739536
360,31007,361,0.0,0.13589425455724158
361,31007,362,,0.14402681483636431
362,31007,363,,0.15242012111169181
363,31007,364,,0.16094442389067926
364,31007,365,,0.16946815721297756
365,31045,1,0.23434000000000002,0.16330719270168875
366,31045,2,,0.17117934572428495
367,31045,3,,0.17853556201378015
368,31045,4,,0.18533482941154822
369,31045,5,,0.19154616448474063
370,31045,6,,0.1971487518440274
371,31045,7,,0.20213189111728386
372,31045,8,,0.2064947551974175
373,31045,9,0.29049,0.21024596704102802
374,31045,10,,0.2134030058083052
375,31045,11,,0.21599145643529677
376,31045,12,,0.21804411975306012
377,31045,13,,0.2196000029550388
378,31045,14,,0.22070321251138436
379,31045,15,,0.22140177349130066
380,31045,16,,0.2217464006444978
381,31045,17,0.17781,0.2217892474821973
382,31045,18,,0.22158265996807264
383,31045,19,,0.22117796127128284
384,31045,20,,0.22062429334880854
385,31045,21,,0.21996753992426016
386,31045,22,,0.21924935373688054
387,31045,23,,0.21850630877898244
